,id,item_id,dept_id,cat_id,store_id,state_id,d_1,d_2,d_3,d_4,d_5,d_6,d_7,d_8,d_9,d_10,d_11,d_12,d_13,d_14,d_15,d_16,d_17,d_18,d_19,d_20,d_21,d_22,d_23,d_24,d_25,d_26,d_27,d_28,d_29,d_30,d_31,d_32,d_33,d_34,d_35,d_36,d_37,d_38,d_39,d_40,d_41,d_42,d_43,d_44,d_45,d_46,d_47,d_48,d_49,d_50,d_51,d_52,d_53,d_54,d_55,d_56,d_57,d_58,d_59,d_60,d_61,d_62,d_63,d_64,d_65,d_66,d_67,d_68,d_69,d_70
233,HOBBIES_1_241_CA_1_validation,HOBBIES_1_241,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,HOBBIES_1_242_CA_1_validation,HOBBIES_1_242,HOBBIES_1,HOBBIES,CA_1,CA,7,8,1,1,1,6,10,4,0,2,2,3,6,13,6,3,1,4,4,9,7,9,8,4,4,2,3,4,5,3,2,8,2,4,7,7,6,3,4,8,2,2,7,9,6,3,3,0,1,5,5,5,8,2,2,6,3,5,1,0,4,2,7,1,3,4,5,1,2,4
235,HOBBIES_1_243_CA_1_validation,HOBBIES_1_243,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,HOBBIES_1_244_CA_1_validation,HOBBIES_1_244,HOBBIES_1,HOBBIES,CA_1,CA,5,0,19,16,9,11,3,39,6,20,5,8,13,12,5,23,5,19,0,0,0,5,8,24,6,5,10,0,0,0,0,0,0,0,0,0,4,1,9,6,11,4,32,0,1,0,16,7,6,24,22,8,0,22,0,19,4,4,17,1,5,30,12,0,0,15,21,10,2,0
237,HOBBIES_1_245_CA_1_validation,HOBBIES_1_245,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,HOBBIES_1_246_CA_1_validation,HOBBIES_1_246,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,HOBBIES_1_247_CA_1_validation,HOBBIES_1_247,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,HOBBIES_1_248_CA_1_validation,HOBBIES_1_248,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,HOBBIES_1_249_CA_1_validation,HOBBIES_1_249,HOBBIES_1,HOBBIES,CA_1,CA,0,1,0,1,0,0,1,2,1,2,1,1,1,0,0,1,3,2,0,0,0,0,0,0,0,0,0,1,2,1,1,2,1,0,0,2,1,1,0,1,1,1,1,1,3,0,0,0,2,0,0,0,2,1,0,1,0,2,1,0,2,0,1,0,0,0,1,0,1,2
242,HOBBIES_1_250_CA_1_validation,HOBBIES_1_250,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,HOBBIES_1_251_CA_1_validation,HOBBIES_1_251,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,HOBBIES_1_252_CA_1_validation,HOBBIES_1_252,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,HOBBIES_1_253_CA_1_validation,HOBBIES_1_253,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,HOBBIES_1_254_CA_1_validation,HOBBIES_1_254,HOBBIES_1,HOBBIES,CA_1,CA,16,8,1,15,7,18,16,9,21,5,0,2,4,33,19,7,0,12,0,0,0,38,26,18,0,0,6,1,7,9,5,6,4,2,3,12,7,1,5,4,2,7,8,4,2,2,7,9,1,14,11,1,7,2,6,3,13,7,1,8,0,9,4,10,17,17,1,2,14,0
247,HOBBIES_1_255_CA_1_validation,HOBBIES_1_255,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,HOBBIES_1_256_CA_1_validation,HOBBIES_1_256,HOBBIES_1,HOBBIES,CA_1,CA,54,15,28,16,8,6,0,20,9,6,11,5,7,21,17,35,7,3,0,0,0,29,18,37,1,0,7,10,12,0,0,0,0,0,0,0,1,2,12,0,1,0,0,1,11,22,6,12,25,61,6,14,14,1,11,22,42,24,41,0,0,11,13,54,1,0,0,0,0,0
249,HOBBIES_1_257_CA_1_validation,HOBBIES_1_257,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
250,HOBBIES_1_258_CA_1_validation,HOBBIES_1_258,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,2,0,3,1,3,0,0,0,0,1,0,2,2,0,1,0,0,3,1,0,0,3,0,0,0,0,0,1,0,2,0,2,1,2,1,0,1,0,0,0,0,0,1,0,0,2,1,4,0,2,0,0,0,0,1,0,1,0,2,2
251,HOBBIES_1_259_CA_1_validation,HOBBIES_1_259,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
252,HOBBIES_1_260_CA_1_validation,HOBBIES_1_260,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,HOBBIES_1_261_CA_1_validation,HOBBIES_1_261,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,5,0,1,0,5,0,0,0,28,0,0,0,2,4,17,0,0,0,21,0,0,21,16,29,2,10,0,0,0,0,0,0,0,6,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,HOBBIES_1_262_CA_1_validation,HOBBIES_1_262,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,HOBBIES_1_263_CA_1_validation,HOBBIES_1_263,HOBBIES_1,HOBBIES,CA_1,CA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,1,0,1,1,0,1,0,0,0,0,3,0,0,0,1,0,0
256,HOBBIES_1_264_CA_1_validation,HOBBIES_1_264,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,1,0,0,0,0,1,2,1,1,2,0,1,0,0,0,0,0,0,1,0,2,3,0,1,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,2,0,0,1,0,0,2,1,1,0,0,1,1
257,HOBBIES_1_265_CA_1_validation,HOBBIES_1_265,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,HOBBIES_1_266_CA_1_validation,HOBBIES_1_266,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,2,1,0,1,0,2,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2
259,HOBBIES_1_267_CA_1_validation,HOBBIES_1_267,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,HOBBIES_1_268_CA_1_validation,HOBBIES_1_268,HOBBIES_1,HOBBIES,CA_1,CA,16,25,24,4,10,6,9,71,2,9,4,10,10,19,0,0,0,0,21,21,10,19,16,39,4,3,0,3,3,0,0,0,0,0,0,0,294,0,42,6,0,0,14,20,43,15,15,7,28,34,14,19,32,14,53,26,23,45,49,0,0,37,27,25,26,17,5,17,15,35
261,HOBBIES_1_269_CA_1_validation,HOBBIES_1_269,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,HOBBIES_1_270_CA_1_validation,HOBBIES_1_270,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,HOBBIES_1_271_CA_1_validation,HOBBIES_1_271,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,HOBBIES_1_272_CA_1_validation,HOBBIES_1_272,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,HOBBIES_1_273_CA_1_validation,HOBBIES_1_273,HOBBIES_1,HOBBIES,CA_1,CA,1,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,1,0,3,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,1,0,0,1,1,1,0
266,HOBBIES_1_274_CA_1_validation,HOBBIES_1_274,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,HOBBIES_1_275_CA_1_validation,HOBBIES_1_275,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,HOBBIES_1_276_CA_1_validation,HOBBIES_1_276,HOBBIES_1,HOBBIES,CA_1,CA,3,1,0,0,2,0,1,0,0,0,0,0,4,0,2,0,0,1,1,1,1,3,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,2,1,0,0,0,1,1,1,0,1,1,2,2,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,0,0
269,HOBBIES_1_277_CA_1_validation,HOBBIES_1_277,HOBBIES_1,HOBBIES,CA_1,CA,4,4,0,2,0,3,3,0,2,0,0,4,1,1,2,4,1,0,0,1,3,5,1,0,0,11,0,3,0,1,1,2,1,1,0,1,0,0,1,0,3,0,0,0,0,0,1,2,0,2,8,4,0,0,0,0,2,0,0,1,8,0,0,4,0,0,7,2,2,0
270,HOBBIES_1_278_CA_1_validation,HOBBIES_1_278,HOBBIES_1,HOBBIES,CA_1,CA,0,73,25,33,2,23,15,15,30,33,25,28,4,3,61,34,29,27,3,2,0,15,41,2,0,4,10,33,64,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,4,8,79,22,33,3,2,100,25,17,2,31,115,20,4,2,10
271,HOBBIES_1_279_CA_1_validation,HOBBIES_1_279,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,HOBBIES_1_280_CA_1_validation,HOBBIES_1_280,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,2,1,0,0,1,2,1,1,2,1,0,2,0,1,1,3,1,1,3,0,2,2,1,0,4,3,0,1,0,2,3,2,3,2,2,4,1,1,3,4,2,2,1,0,0,1,2,3,2,0,0,1,3,5,1,0,0,0,0,0,4,0,0,6,0
273,HOBBIES_1_281_CA_1_validation,HOBBIES_1_281,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,HOBBIES_1_282_CA_1_validation,HOBBIES_1_282,HOBBIES_1,HOBBIES,CA_1,CA,1,3,0,3,0,2,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,1,5,1,1,1,0,0,3,1,0,1,1,0,0,0,1,0,0,1,4,0,0,1,1,2,1,1,0,2,2,0,1,3,1,3,0,0,0,0,0,1,2,1,0,0,2
275,HOBBIES_1_283_CA_1_validation,HOBBIES_1_283,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,HOBBIES_1_284_CA_1_validation,HOBBIES_1_284,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,HOBBIES_1_285_CA_1_validation,HOBBIES_1_285,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,HOBBIES_1_286_CA_1_validation,HOBBIES_1_286,HOBBIES_1,HOBBIES,CA_1,CA,6,13,1,1,0,4,2,9,17,3,2,0,3,7,5,6,2,5,0,0,0,14,1,27,3,0,3,2,4,4,0,1,2,0,4,14,6,1,1,1,0,6,3,4,4,0,0,6,1,1,16,3,3,2,6,4,3,8,1,4,1,0,1,8,2,4,1,1,1,3
279,HOBBIES_1_287_CA_1_validation,HOBBIES_1_287,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,HOBBIES_1_288_CA_1_validation,HOBBIES_1_288,HOBBIES_1,HOBBIES,CA_1,CA,5,5,8,1,2,1,24,1,0,1,24,2,23,0,0,3,3,11,3,0,2,2,26,1,0,1,7,26,8,0,0,0,0,0,0,0,14,2,24,0,10,5,6,6,8,13,0,27,11,13,4,26,7,10,5,3,4,11,16,0,4,3,10,3,2,1,4,6,3,2
281,HOBBIES_1_289_CA_1_validation,HOBBIES_1_289,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,1,0,1,3,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1,1,1,2,2,0,0,0,0,0
282,HOBBIES_1_290_CA_1_validation,HOBBIES_1_290,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,1,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,3,1,0,0,1,0
283,HOBBIES_1_292_CA_1_validation,HOBBIES_1_292,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,HOBBIES_1_293_CA_1_validation,HOBBIES_1_293,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,HOBBIES_1_294_CA_1_validation,HOBBIES_1_294,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,HOBBIES_1_295_CA_1_validation,HOBBIES_1_295,HOBBIES_1,HOBBIES,CA_1,CA,0,36,36,0,8,8,6,13,24,19,21,4,52,12,11,29,8,3,0,0,0,43,54,10,73,68,6,9,13,0,0,0,0,0,0,0,2,5,33,21,0,4,60,21,24,18,18,13,9,22,10,25,8,10,52,15,31,34,47,0,15,27,11,30,61,0,14,21,14,24
287,HOBBIES_1_296_CA_1_validation,HOBBIES_1_296,HOBBIES_1,HOBBIES,CA_1,CA,2,2,3,1,0,1,1,3,2,1,2,2,0,0,4,0,0,3,0,0,1,2,2,5,1,0,0,0,0,1,0,0,0,2,0,1,2,1,0,0,0,1,1,1,0,1,2,0,0,0,3,2,1,1,0,2,1,1,2,4,1,0,0,0,3,0,1,1,0,3
288,HOBBIES_1_297_CA_1_validation,HOBBIES_1_297,HOBBIES_1,HOBBIES,CA_1,CA,3,2,3,1,2,1,0,2,3,2,0,0,2,3,2,1,1,1,1,4,0,0,1,1,0,1,2,3,2,1,2,3,0,3,0,0,1,0,0,0,0,0,0,0,1,2,0,3,2,3,1,0,3,1,0,0,2,3,0,0,1,0,2,3,2,1,0,1,1,3
289,HOBBIES_1_298_CA_1_validation,HOBBIES_1_298,HOBBIES_1,HOBBIES,CA_1,CA,3,3,4,4,1,6,2,1,0,1,4,1,0,2,7,3,5,3,3,3,1,4,4,4,3,0,0,0,3,6,0,2,1,2,1,0,0,1,2,3,2,1,4,3,3,0,3,2,2,3,6,1,3,0,0,3,4,3,2,3,2,3,2,3,3,2,4,2,0,3
290,HOBBIES_1_299_CA_1_validation,HOBBIES_1_299,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,HOBBIES_1_300_CA_1_validation,HOBBIES_1_300,HOBBIES_1,HOBBIES,CA_1,CA,2,2,1,4,0,3,1,4,2,0,1,1,2,2,0,1,1,2,0,0,4,3,2,3,2,0,0,0,3,1,1,1,0,3,0,4,4,3,0,1,2,1,2,0,1,1,1,0,2,1,1,1,0,1,1,1,1,2,1,0,1,3,1,2,0,0,0,0,0,0
292,HOBBIES_1_301_CA_1_validation,HOBBIES_1_301,HOBBIES_1,HOBBIES,CA_1,CA,0,1,2,0,0,0,0,3,0,0,1,2,0,1,2,0,3,0,0,0,0,0,3,0,0,0,0,0,2,0,2,1,0,4,1,2,2,1,3,1,1,2,3,1,0,0,0,2,2,2,1,3,0,2,0,0,1,3,0,1,1,0,3,1,2,1,0,0,2,2
293,HOBBIES_1_302_CA_1_validation,HOBBIES_1_302,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,HOBBIES_1_303_CA_1_validation,HOBBIES_1_303,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,5,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0
295,HOBBIES_1_304_CA_1_validation,HOBBIES_1_304,HOBBIES_1,HOBBIES,CA_1,CA,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
296,HOBBIES_1_305_CA_1_validation,HOBBIES_1_305,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
297,HOBBIES_1_306_CA_1_validation,HOBBIES_1_306,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,HOBBIES_1_307_CA_1_validation,HOBBIES_1_307,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,HOBBIES_1_308_CA_1_validation,HOBBIES_1_308,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,HOBBIES_1_309_CA_1_validation,HOBBIES_1_309,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,2,1,1,0,0,1,3,1,2,0,0,0,0,0,1,0,2,1,0,1,0,0,1,2,1,1,1,0,1,0,3,0,1,0,1,2,0,0,1,2,0,0,0,0,0,1,0,1,1,2,0,4,1,0,0,0,0,1,3,0,1,0,2,0,2
301,HOBBIES_1_310_CA_1_validation,HOBBIES_1_310,HOBBIES_1,HOBBIES,CA_1,CA,0,1,0,0,2,0,0,0,0,0,0,1,1,1,1,4,1,1,0,0,0,2,1,1,1,0,0,1,0,3,1,0,1,0,2,1,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,1,0,0,2,0,0,0
